Scheme Name,Net Asset Value,
ICICI Prudential Fixed Maturity Plan - Series 84 - 1279 Days Plan P - Cumulative Option,13.0059,
ICICI Prudential Fixed Maturity Plan - Series 84 - 1279 Days Plan P - Direct Plan Cumulative Option,13.1184,
ICICI Prudential Fixed Maturity Plan - Series 84 - 1279 Days Plan P - Half Yearly IDCW Option,13.0103,
ICICI Prudential Fixed Maturity Plan - Series 84 - 1279 Days Plan P - Quarterly IDCW Option,13.0058,
ICICI Prudential Fixed Maturity Plan - Series 84 - 1286 Days Plan F - Cumulative Option,13.1485,
ICICI Prudential Fixed Maturity Plan - Series 84 - 1286 Days Plan F - Direct Plan Cumulative Option,13.2506,
ICICI Prudential Fixed Maturity Plan - Series 84 - 1286 Days Plan F - Direct Plan Quarterly IDCW Option,13.2506,
ICICI Prudential Fixed Maturity Plan - Series 84 - 1286 Days Plan F - Quarterly IDCW Option,13.1485,
ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I - Cumulative Option,13.2041,
ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I - Direct Plan Cumulative Option,13.3454,
ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I - Half Yearly IDCW Option,13.203,
ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I - Quarterly IDCW Option,13.2039,
ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan E - Cumulative Option,13.1455,
ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan E - Direct Plan Cumulative Option,13.2587,
ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan E - Half Yearly IDCW Option,13.1454,
ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan E - Quarterly IDCW Option,13.1453,
ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan O - Cumulative Option,13.1572,
ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan O - Direct Plan Cumulative Option,13.2039,
ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan O - Direct Plan Quarterly IDCW Option,13.2039,
ICICI Prudential Fixed Maturity Plan - Series 84 - 1293 Days Plan D - Cumulative Option,13.2388,
ICICI Prudential Fixed Maturity Plan - Series 84 - 1293 Days Plan D - Direct Plan Cumulative Option,13.3589,
ICICI Prudential Fixed Maturity Plan - Series 84 - 1293 Days Plan D - Half Yearly IDCW Option,13.2414,
ICICI Prudential Fixed Maturity Plan - Series 84 - 1293 Days Plan D - Quarterly IDCW Option,13.2388,
ICICI Prudential Fixed Maturity Plan - Series 84 - 168 Days Plan G - Cumulative Option,10.3545,
ICICI Prudential Fixed Maturity Plan - Series 84 - 168 Days Plan G - Direct Plan Cumulative Option,10.3638,
ICICI Prudential Fixed Maturity Plan - Series 84 - 168 Days Plan G - Dividend Option,10.3545,
ICICI Prudential Fixed Maturity Plan - Series 85 - 10 Years Plan I - Cumulative Option,13.6983,
ICICI Prudential Fixed Maturity Plan - Series 85 - 10 Years Plan I - Direct Plan Cumulative Option,13.838,
ICICI Prudential Fixed Maturity Plan - Series 85 - 10 Years Plan I - Quarterly IDCW Option,13.6983,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1127 Days Plan O - Cumulative Option,12.3725,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1127 Days Plan O - Direct Plan Cumulative Option,12.4682,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1127 Days Plan O - Half Yearly IDCW Option,12.3725,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1127 Days Plan Q - Cumulative Option,12.3984,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1127 Days Plan Q - Direct Plan Cumulative Option,12.4738,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1127 Days Plan Q - Half Yearly IDCW Option,12.3976,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1127 Days Plan Q - Quarterly IDCW Option,12.3984,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1129 Days Plan P - Cumulative Option,12.4567,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1129 Days Plan P - Direct Plan Cumulative Option,12.4952,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1129 Days Plan P - Quarterly IDCW Option,12.4567,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1140 Days Plan R - Cumulative Option,12.6078,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1140 Days Plan R - Direct Plan Cumulative Option,12.6843,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1140 Days Plan R - Quarterly IDCW Option,12.6078,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1143 Days Plan J - Cumulative Option,12.4678,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1143 Days Plan J - Direct Plan Cumulative Option,12.5069,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1143 Days Plan J - Direct Plan Quarterly IDCW Option,12.5069,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1143 Days Plan J - Half Yearly IDCW Option,12.4678,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan F - Cumulative Option,12.5627,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan F - Direct Plan Cumulative Option,12.6837,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan F - Direct Plan Half Yearly IDCW Option,12.6837,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan F - Half Yearly IDCW Option,12.5627,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan F - Quarterly IDCW Option,12.5627,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan G - Cumulative Option,12.6476,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan G - Direct Plan Cumulative Option,12.6877,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan G - Half Yearly IDCW Option,12.6476,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan G - Quarterly IDCW Option,12.6476,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1168 Days Plan E - Cumulative Option,12.6871,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1168 Days Plan E - Direct Plan Cumulative Option,12.7072,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1168 Days Plan E - Direct Plan Quarterly IDCW Option,12.7072,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1168 Days Plan E - Quarterly IDCW Option,12.6871,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1175 Days Plan D - Cumulative Option,12.6542,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1175 Days Plan D - Direct Plan Cumulative Option,12.7516,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1175 Days Plan D - Direct Plan Quarterly IDCW Option,12.7522,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1175 Days Plan D - Half Yearly IDCW Option,12.6539,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1175 Days Plan D - Quarterly IDCW Option,12.6542,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1178 Days Plan B - Cumulative Option,12.6902,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1178 Days Plan B - Direct Plan Cumulative Option,12.8237,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1178 Days Plan B - Direct Plan Half Yearly IDCW Option,12.8237,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1178 Days Plan B - Direct Plan Quarterly IDCW Option,12.8215,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1178 Days Plan B - Half Yearly IDCW Option,12.6902,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1178 Days Plan B - Quarterly IDCW Option,12.6894,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1185 Days Plan C - Cumulative Option,12.8642,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1185 Days Plan C - Direct Plan Cumulative Option,12.9876,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1185 Days Plan C - Direct Plan Half Yearly IDCW Option,12.9876,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1185 Days Plan C - Half Yearly IDCW Option,12.8639,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1185 Days Plan C - Quarterly IDCW Option,12.8642,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1197 Days Plan A - Cumulative Option,12.7541,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1197 Days Plan A - Direct Plan Cumulative Option,12.862,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1197 Days Plan A - Direct Plan Quarterly IDCW Option,12.862,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1197 Days Plan A - Half Yearly IDCW Option,12.754,
ICICI Prudential Fixed Maturity Plan - Series 85 - 1197 Days Plan A - Quarterly IDCW Option,12.7541,
ICICI Prudential Fixed Maturity Plan - Series 86 - 1099 Days Plan A - Cumulative Option,12.3914,
ICICI Prudential Fixed Maturity Plan - Series 86 - 1099 Days Plan A - Direct Plan Cumulative Option,12.4857,
ICICI Prudential Fixed Maturity Plan - Series 86 - 1099 Days Plan A - Direct Plan Half Yearly IDCW Option,12.4856,
ICICI Prudential Fixed Maturity Plan - Series 86 - 1099 Days Plan A - Half Yearly IDCW Option,12.3811,
ICICI Prudential Fixed Maturity Plan - Series 86 - 1099 Days Plan A - Quarterly IDCW Option,12.3913,
ICICI Prudential Fixed Maturity Plan - Series 87 - 1141 Days Plan G - Cumulative Option,12.0948,
ICICI Prudential Fixed Maturity Plan - Series 87 - 1141 Days Plan G - Direct Plan Cumulative Option,12.1151,
ICICI Prudential Fixed Maturity Plan - Series 87 - 1141 Days Plan G - Half Yearly IDCW Option,12.0945,
ICICI Prudential Fixed Maturity Plan - Series 87 - 1141 Days Plan G - Quarterly IDCW Option,12.0947,
ICICI Prudential Fixed Maturity Plan - Series 87 - 1174 Days Plan B - Cumulative Option,12.1632,
ICICI Prudential Fixed Maturity Plan - Series 87 - 1174 Days Plan B - Direct Plan Cumulative Option,12.2143,
ICICI Prudential Fixed Maturity Plan - Series 87 - 1174 Days Plan B - Direct Plan Half Yearly IDCW Option,12.2143,
ICICI Prudential Fixed Maturity Plan - Series 87 - 1174 Days Plan B - Direct Plan Quarterly IDCW Option,12.2143,
ICICI Prudential Fixed Maturity Plan - Series 87 - 1174 Days Plan B - Half Yearly IDCW Option,12.1632,
ICICI Prudential Fixed Maturity Plan - Series 87 - 1174 Days Plan B - Quarterly IDCW Option,12.1632,
ICICI Prudential Fixed Maturity Plan - Series 87 - 1214 Days Plan A - Cumulative Option,12.3525,
ICICI Prudential Fixed Maturity Plan - Series 87 - 1214 Days Plan A - Direct Plan Cumulative Option,12.3956,
ICICI Prudential Fixed Maturity Plan - Series 87 - 1214 Days Plan A - Direct Plan Half Yearly IDCW Option,12.3955,
ICICI Prudential Fixed Maturity Plan - Series 87 - 1214 Days Plan A - Direct Plan Quarterly IDCW Option,12.3956,
ICICI Prudential Fixed Maturity Plan - Series 87 - 1214 Days Plan A - Half Yearly IDCW Option,12.3525,
ICICI Prudential Fixed Maturity Plan - Series 87 - 1214 Days Plan A - Quarterly IDCW Option,12.3525,
ICICI Prudential Fixed Maturity Plan - Series 88 - 1226 Days Plan F - Direct Plan - Growth,10.1289,
ICICI Prudential Fixed Maturity Plan - Series 88 - 1226 Days Plan F - Direct Plan - Half Yearly IDCW,10.1289,
ICICI Prudential Fixed Maturity Plan - Series 88 - 1226 Days Plan F - Direct Plan - Quarterly IDCW,10.1285,
ICICI Prudential Fixed Maturity Plan - Series 88 - 1226 Days Plan F - Growth,10.1221,
ICICI Prudential Fixed Maturity Plan - Series 88 - 1226 Days Plan F - Half Yearly IDCW,10.1221,
ICICI Prudential Fixed Maturity Plan - Series 88 - 1226 Days Plan F - Quarterly IDCW,10.1221,
ICICI Prudential Fixed Maturity Plan - Series 88 - 1303 Days Plan S - Direct Plan - Growth,10.0073,
ICICI Prudential Fixed Maturity Plan - Series 88 - 1303 Days Plan S - Direct Plan - IDCW,10.0073,
ICICI Prudential Fixed Maturity Plan - Series 88 - 1303 Days Plan S - Growth,10.007,
ICICI Prudential Fixed Maturity Plan - Series 88 - 1303 Days Plan S - IDCW,10.007,
ICICI Prudential Fixed Maturity Plan - Series 88 - 226 Days Plan E - Direct Plan - Growth,10.3815,
ICICI Prudential Fixed Maturity Plan - Series 88 - 226 Days Plan E - Direct Plan - Half Yearly IDCW,10.3801,
ICICI Prudential Fixed Maturity Plan - Series 88 - 226 Days Plan E - Direct Plan - Quarterly IDCW,10.3813,
ICICI Prudential Fixed Maturity Plan - Series 88 - 226 Days Plan E - Growth,10.3751,
ICICI Prudential Fixed Maturity Plan - Series 88 - 226 Days Plan E - Quarterly IDCW,10.3751,
ICICI Prudential Fixed Maturity Plan - Series 88 - 91 Days Plan G - Direct Plan - Growth,10.1718,
ICICI Prudential Fixed Maturity Plan - Series 88 - 91 Days Plan G - Direct Plan - Quarterly IDCW,10.1716,
ICICI Prudential Fixed Maturity Plan - Series 88 - 91 Days Plan G - Quarterly IDCW,10.1688,
ICICI Prudential Fixed Maturity Plan -- Series 88 - 91 Days Plan G - Growth,10.1688,
ICICI Prudential Fixed Maturity Plan - Series 74 -369 Days Plan T Direct Plan Cumulative Option,12.8921,
ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan T - Cumulative Option,12.8728,
ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan T - Dividend Option,12.8136,
ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan T Direct Plan Dividend Option,12.8328,
ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan V - Cumulative Option,12.8285,
ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan V - Dividend Option,12.7697,
ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan V Direct Plan Cumulative Option,12.8491,
ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan V Direct Plan Dividend Option,12.7902,
ICICI Prudential Fixed Maturity Plan-Series 76 -1185 Days Plan H Cumulative Option,13.4136,
ICICI Prudential Fixed Maturity Plan-Series 76 -1185 Days Plan H Direct Plan Cumulative Option,13.6061,
ICICI Prudential Fixed Maturity Plan-Series 76 -1185 Days Plan H Direct Plan Dividend Option,13.6061,
ICICI Prudential Fixed Maturity Plan-Series 76 -1185 Days Plan H Dividend Option,13.4136,
ICICI Prudential Fixed Maturity Plan - Series 74 - 780 Days Plan E Cumulative Option,13.0529,
ICICI Prudential Fixed Maturity Plan - Series 74 - 780 Days Plan E Direct Plan Cumulative Option,13.1752,
ICICI Prudential Fixed Maturity Plan - Series 74 - 780 Days Plan E Direct Plan Dividend Option,12.3809,
ICICI Prudential Fixed Maturity Plan - Series 74 - 780 Days Plan E Dividend Option,12.2891,
ICICI Prudential Fixed Maturity Plan - Series 80 - 1187 Days Plan G - Cumulative Option,12.4204,
ICICI Prudential Fixed Maturity Plan - Series 80 - 1187 Days Plan G - Direct Plan - Cumulative Option,12.4437,
ICICI Prudential Fixed Maturity Plan - Series 80 - 1187 Days Plan G - Direct Plan - Dividend Option,12.4437,
ICICI Prudential Fixed Maturity Plan - Series 80 - 1187 Days Plan G - Dividend Option,12.4204,
ICICI Prudential Fixed Maturity Plan - Series 80 - 1194 Days Plan F - Cumulative Option,12.4446,
ICICI Prudential Fixed Maturity Plan - Series 80 - 1194 Days Plan F - Direct Plan - Cumulative Option,12.4675,
ICICI Prudential Fixed Maturity Plan - Series 80 - 1194 Days Plan F - Direct Plan - Dividend Option,12.4675,
ICICI Prudential Fixed Maturity Plan - Series 80 - 1194 Days Plan F - Dividend Option,12.4446,
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan M - Cumulative Option,12.6657,
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan M - Direct Plan Cumulative Option,12.6831,
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan M - Direct Plan Half Yearly IDCW Option,12.6831,
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan M - Direct Plan Quarterly IDCW Option,12.6831,
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan M - Quarterly IDCW Option,12.6657,
ICICI Prudential Fixed Maturity Plan - Series 74 - 367 Days Plan N  Cumulative Option,12.8901,
ICICI Prudential Fixed Maturity Plan - Series 74 - 367 Days Plan N Direct Plan Cumulative Option,12.9119,
ICICI Prudential Fixed Maturity Plan - Series 74 - 367 Days Plan N Dividend Option,12.831,
ICICI Prudential Fixed Maturity Plan -Series 74 -367 Days Plan N Direct Plan Dividend Option,12.8524,
ICICI Prudential Fixed Maturity Plan - Series 77 - 1105 Days Plan N - Cumulative Option,12.5833,
ICICI Prudential Fixed Maturity Plan - Series 77 - 1105 Days Plan N - Direct Plan - Cumulative Option,12.6638,
ICICI Prudential Fixed Maturity Plan - Series 77 - 1105 Days Plan N - Dividend Option,12.5833,
ICICI Prudential Fixed Maturity Plan-Series 63-3 Year Plan K Cumulative,12.9573,
ICICI Prudential Fixed Maturity Plan-Series 63-3 Year Plan K Dividend,10.4976,
ICICI Prudential Fixed Maturity Plan-Series 63-3 Year Plan L Cumulative,12.9338,
ICICI Prudential Fixed Maturity Plan-Series 63-3 Year Plan L Dividend,10.6443,
ICICI Prudential Fixed Maturity Plan-Series 63-3 Year Plan M Cumulative,12.8634,
ICICI Prudential Fixed Maturity Plan-Series 63-3 Year Plan M Dividend,10.6672,
ICICI Prudential Fixed Maturity Plan-Series 64-3 Year Plan H Cumulative,12.7397,
ICICI Prudential Fixed Maturity Plan-Series 64-3 Year Plan H Dividend,10.7166,
ICICI Prudential Fixed Maturity Plan-Series 64-3 Year Plan I Cumulative,12.9274,
ICICI Prudential Fixed Maturity Plan-Series 64-3 Year Plan I Dividend,11.9832,
ICICI Prudential Fixed Maturity Plan-Series 64-3 Year Plan K Cumulative,12.73,
ICICI Prudential Fixed Maturity Plan-Series 64-3 Year Plan K Dividend,10.777,
ICICI Prudential Fixed Maturity Plan-Series 65-3 Year Plan A Cumulative,12.7672,
ICICI Prudential Fixed Maturity Plan-Series 65-3 Year Plan A Dividend,10.856,
ICICI Prudential Fixed Maturity Plan-Series 67-3 Year Plan F - Cumulative,12.8506,
ICICI Prudential Fixed Maturity Plan-Series 67-3 Year Plan F - Direct Plan - Cumulative,12.9328,
ICICI Prudential Fixed Maturity Plan-Series 67-3 Year Plan F - Direct Plan - Dividend,12.559,
ICICI Prudential Fixed Maturity Plan-Series 67-3 Year Plan F - Dividend,12.4781,
ICICI Prudential Fixed Maturity Plan-Series 67-740 Days Plan H - Cumulative,13.9697,
ICICI Prudential Fixed Maturity Plan-Series 67-740 Days Plan H - Direct Plan - Cumulative,13.9771,
ICICI Prudential Fixed Maturity Plan-Series 67-740 Days Plan H - Direct Plan - Dividend,12.4756,
ICICI Prudential Fixed Maturity Plan-Series 67-740 Days Plan H - Dividend,13.4241,
ICICI Prudential Fixed Maturity Plan-Series 67-745 Days Plan K - Cumulative,12.7299,
ICICI Prudential Fixed Maturity Plan-Series 67-745 Days Plan K - Direct Plan - Cumulative,12.8026,
ICICI Prudential Fixed Maturity Plan-Series 67-745 Days Plan K - Direct Plan - Dividend,11.2654,
ICICI Prudential Fixed Maturity Plan-Series 67-745 Days Plan K - Dividend,11.2391,
ICICI Prudential Fixed Maturity Plan-Series 68-368 Days Plan G - Cumulative,13.0306,
ICICI Prudential Fixed Maturity Plan-Series 68-368 Days Plan G - Direct Plan - Cumulative,13.0624,
ICICI Prudential Fixed Maturity Plan-Series 68-369 Days Plan I - Cumulative,13.0352,
ICICI Prudential Fixed Maturity Plan-Series 68-369 Days Plan I - Direct Plan - Cumulative,13.08,
ICICI Prudential Fixed Maturity Plan-Series 68-369 Days Plan I - Dividend,12.9756,
ICICI Prudential Fixed Maturity Plan-Series 68-369 Days Plan K - Cumulative,14.1731,
ICICI Prudential Fixed Maturity Plan-Series 68-369 Days Plan K - Direct Plan - Cumulative,14.2186,
ICICI Prudential Fixed Maturity Plan-Series 68-704 Days Plan L - Cumulative,13.0068,
ICICI Prudential Fixed Maturity Plan-Series 68-704 Days Plan L - Direct Plan - Cumulative,13.073,
ICICI Prudential Fixed Maturity Plan-Series 68-704 Days Plan L - Direct Plan - Dividend,11.8454,
ICICI Prudential Fixed Maturity Plan-Series 68-704 Days Plan L - Dividend,11.8131,
ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan C - Cumulative,12.6355,
ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan C - Direct Plan - Cumulative,12.7021,
ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan C - Direct Plan - Dividend,10.8449,
ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan C - Dividend,11.5947,
ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan F - Cumulative,12.8707,
ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan F - Direct Plan - Cumulative,12.9249,
ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan F - Direct Plan - Dividend,11.6896,
ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan F - Dividend,11.6614,
ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan H - Cumulative,13.9462,
ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan H - Direct Plan - Cumulative,14.0361,
ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan J - Cumulative,14.0187,
ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan J - Direct Plan - Cumulative,14.1065,
ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan J - Dividend,12.3035,
ICICI Prudential Fixed Maturity Plan-Series 69-1092 Days Plan L - Cumulative,13.1157,
ICICI Prudential Fixed Maturity Plan-Series 69-1092 Days Plan L - Direct Plan - Cumulative,13.3345,
ICICI Prudential Fixed Maturity Plan-Series 69-1092 Days Plan L - Direct Plan - Dividend,11.8074,
ICICI Prudential Fixed Maturity Plan-Series 69-1092 Days Plan L - Dividend,11.8538,
ICICI Prudential Fixed Maturity Plan-Series 69-1093 Days Plan F - Cumulative,13.2201,
ICICI Prudential Fixed Maturity Plan-Series 69-1093 Days Plan F - Direct Plan - Cumulative,13.423,
ICICI Prudential Fixed Maturity Plan-Series 69-1093 Days Plan F - Dividend,12.0072,
ICICI Prudential Fixed Maturity Plan-Series 69-1821 Days Plan H - Cumulative,15.4246,
ICICI Prudential Fixed Maturity Plan-Series 69-1821 Days Plan H - Direct Plan - Cumulative,15.7355,
ICICI Prudential Fixed Maturity Plan-Series 69-1821 Days Plan H - Dividend,13.8182,
ICICI Prudential Fixed Maturity Plan-Series 69-366 Days Plan A - Cumulative,14.1577,
ICICI Prudential Fixed Maturity Plan-Series 69-366 Days Plan A - Direct Plan - Cumulative,14.2022,
ICICI Prudential Fixed Maturity Plan-Series 69-366 Days Plan G - Cumulative,13.097,
ICICI Prudential Fixed Maturity Plan-Series 69-366 Days Plan G - Direct Plan - Cumulative,13.1433,
ICICI Prudential Fixed Maturity Plan-Series 69-366 Days Plan G - Dividend,11.8779,
ICICI Prudential Fixed Maturity Plan-Series 69-369 Days Plan J - Cumulative,14.1495,
ICICI Prudential Fixed Maturity Plan-Series 69-369 Days Plan J - Direct Plan - Cumulative,14.1834,
ICICI Prudential Fixed Maturity Plan-Series 69-369 Days Plan J - Dividend,12.7341,
ICICI Prudential Fixed Maturity Plan-Series 69-372 Days Plan K - Cumulative,13.0814,
ICICI Prudential Fixed Maturity Plan-Series 69-372 Days Plan K - Direct Plan - Cumulative,13.1396,
ICICI Prudential Fixed Maturity Plan-Series 69-372 Days Plan K - Dividend,11.8494,
ICICI Prudential Fixed Maturity Plan-Series 69-433 Days Plan E - Cumulative,13.1977,
ICICI Prudential Fixed Maturity Plan-Series 69-433 Days Plan E - Direct Plan - Cumulative,13.2513,
ICICI Prudential Fixed Maturity Plan-Series 69-433 Days Plan E - Dividend,13.1388,
ICICI Prudential Fixed Maturity Plan-Series 69-693 Days Plan D - Cumulative,12.9976,
ICICI Prudential Fixed Maturity Plan-Series 69-693 Days Plan D - Direct Plan - Cumulative,13.0635,
ICICI Prudential Fixed Maturity Plan-Series 69-693 Days Plan D - Direct Plan - Dividend,11.7267,
ICICI Prudential Fixed Maturity Plan-Series 69-693 Days Plan D - Dividend,11.6991,
ICICI Prudential Fixed Maturity Plan-Series 69-698 Days Plan B - Cumulative,13.8867,
ICICI Prudential Fixed Maturity Plan-Series 69-698 Days Plan B - Direct Plan - Cumulative,13.9562,
ICICI Prudential Fixed Maturity Plan-Series 69-698 Days Plan B - Dividend,11.818,
ICICI Prudential Fixed Maturity Plan-Series 70-1095 Days Plan H - Cumulative,12.7829,
ICICI Prudential Fixed Maturity Plan-Series 70-1095 Days Plan H - Direct Plan - Cumulative,12.9847,
ICICI Prudential Fixed Maturity Plan-Series 70-1095 Days Plan H - Direct Plan - Dividend,11.7402,
ICICI Prudential Fixed Maturity Plan-Series 70-1095 Days Plan H - Dividend,11.6355,
ICICI Prudential Fixed Maturity Plan-Series 70-1285 Days Plan T - Cumulative,13.443,
ICICI Prudential Fixed Maturity Plan-Series 70-1285 Days Plan T - Direct Plan - Cumulative,13.5624,
ICICI Prudential Fixed Maturity Plan-Series 70-1285 Days Plan T - Direct Plan - Dividend,12.7769,
ICICI Prudential Fixed Maturity Plan-Series 70-1285 Days Plan T - Dividend,12.6621,
ICICI Prudential Fixed Maturity Plan-Series 70-366 Days Plan B - Cumulative,13.0483,
ICICI Prudential Fixed Maturity Plan-Series 70-366 Days Plan B - Direct Plan - Cumulative,13.0766,
ICICI Prudential Fixed Maturity Plan-Series 70-366 Days Plan B - Dividend,11.8434,
ICICI Prudential Fixed Maturity Plan-Series 70-366 Days Plan I - Cumulative,12.948,
ICICI Prudential Fixed Maturity Plan-Series 70-366 Days Plan I - Direct Plan - Cumulative,12.9762,
ICICI Prudential Fixed Maturity Plan-Series 70-366 Days Plan I - Direct Plan - Dividend,11.8381,
ICICI Prudential Fixed Maturity Plan-Series 70-367 Days Plan C - Cumulative,14.0405,
ICICI Prudential Fixed Maturity Plan-Series 70-367 Days Plan C - Direct Plan - Cumulative,14.0735,
ICICI Prudential Fixed Maturity Plan-Series 70-367 Days Plan C - Direct Plan - Dividend,11.8763,
ICICI Prudential Fixed Maturity Plan-Series 70-367 Days Plan C - Dividend,11.8566,
ICICI Prudential Fixed Maturity Plan-Series 70-367 Days Plan N - Cumulative,13.669,
ICICI Prudential Fixed Maturity Plan-Series 70-367 Days Plan N - Direct Plan - Cumulative,13.7133,
ICICI Prudential Fixed Maturity Plan-Series 70-368 Days Plan J - Cumulative,12.9482,
ICICI Prudential Fixed Maturity Plan-Series 70-368 Days Plan J - Direct Plan - Cumulative,13.0015,
ICICI Prudential Fixed Maturity Plan-Series 70-368 Days Plan K - Cumulative,13.0066,
ICICI Prudential Fixed Maturity Plan-Series 70-368 Days Plan K - Direct Plan - Cumulative,13.0365,
ICICI Prudential Fixed Maturity Plan-Series 70-368 Days Plan M - Cumulative,12.9257,
ICICI Prudential Fixed Maturity Plan-Series 70-368 Days Plan M - Direct Plan - Cumulative,12.9521,
ICICI Prudential Fixed Maturity Plan-Series 70-368 Days Plan M - Dividend,12.8665,
ICICI Prudential Fixed Maturity Plan-Series 70-369 Days Plan E - Cumulative,13.0463,
ICICI Prudential Fixed Maturity Plan-Series 70-369 Days Plan E - Direct Plan - Cumulative,13.1004,
ICICI Prudential Fixed Maturity Plan-Series 70-369 Days Plan E - Dividend,11.8376,
ICICI Prudential Fixed Maturity Plan-Series 70-372 Days Plan L - Cumulative,12.9694,
ICICI Prudential Fixed Maturity Plan-Series 70-372 Days Plan L - Direct Plan - Cumulative,12.9967,
